Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Postal Code
CA-2016-111493,21/10/16,22/10/16,First Class,CM-12160,21215
CA-2017-151211,17/8/17,23/8/17,Standard Class,AH-10120,40214
US-2016-141880,22/8/16,23/8/16,First Class,TC-21475,80525
CA-2015-131072,5/11/15,5/11/15,Same Day,KL-16645,98105
CA-2014-169684,20/10/14,23/10/14,First Class,FH-14365,37918
CA-2015-154291,25/7/15,29/7/15,Standard Class,YS-21880,36116
CA-2014-164259,28/12/14,30/12/14,First Class,SP-20860,19143
US-2016-134656,28/9/16,1/10/16,First Class,MM-18280,62301
CA-2014-116932,21/7/14,25/7/14,Standard Class,ME-18010,94122
US-2017-141509,29/9/17,1/10/17,First Class,SC-20575,90036
CA-2015-143616,27/9/15,29/9/15,Second Class,SS-20140,98103
CA-2016-105963,15/11/16,22/11/16,Standard Class,SC-20770,90008
CA-2016-130225,11/9/16,17/9/16,Standard Class,RC-19960,77041
CA-2014-150581,8/4/14,12/4/14,Standard Class,NM-18445,94521
US-2015-126214,21/12/15,24/12/15,Second Class,JS-15880,98103
CA-2016-120796,3/4/16,7/4/16,Standard Class,CS-11950,19140
CA-2017-100825,9/9/17,14/9/17,Standard Class,KD-16495,90036
US-2017-143175,3/8/17,6/8/17,Second Class,GA-14515,90004
CA-2014-107811,29/4/14,3/5/14,Standard Class,LA-16780,38109
CA-2014-140662,17/11/14,19/11/14,First Class,TS-21205,94109
CA-2017-111815,3/3/17,10/3/17,Standard Class,EP-13915,48127
CA-2014-152233,5/10/14,6/10/14,First Class,KH-16510,91767
CA-2014-103058,23/7/14,24/7/14,First Class,AG-10270,10011
CA-2016-162138,23/4/16,27/4/16,Standard Class,GK-14620,92345
CA-2014-139192,27/5/14,1/6/14,Second Class,LC-16885,94109
CA-2017-150623,10/4/17,14/4/17,Standard Class,DB-13360,6708
CA-2016-121748,24/10/16,28/10/16,Second Class,VW-21775,90032
CA-2014-151897,6/6/14,10/6/14,Standard Class,VT-21700,77070
CA-2015-121608,3/9/15,5/9/15,First Class,JB-15400,6010
CA-2014-101175,9/12/14,14/12/14,Standard Class,DM-12955,85204
CA-2015-137071,20/12/15,21/12/15,First Class,ED-13885,77036
CA-2017-132346,7/11/17,11/11/17,Standard Class,PK-19075,19711
CA-2017-146626,29/12/17,5/1/18,Standard Class,BP-11185,92804
CA-2017-165323,17/6/17,21/6/17,Standard Class,SR-20740,10024
CA-2017-108035,29/11/17,3/12/17,Standard Class,TT-21070,37421
CA-2016-163167,28/11/16,1/12/16,Second Class,RF-19345,30062
CA-2014-134215,4/8/14,8/8/14,Standard Class,ML-17395,4401
CA-2015-147830,15/12/15,18/12/15,First Class,NF-18385,43055
CA-2017-106747,3/7/17,4/7/17,First Class,TS-21505,3301
CA-2016-169103,8/3/16,13/3/16,Standard Class,ZC-21910,33142
CA-2015-141250,19/1/15,23/1/15,Standard Class,PM-18940,77590
US-2017-100398,19/8/17,23/8/17,Standard Class,DO-13435,84106
CA-2017-108070,16/4/17,20/4/17,Standard Class,JE-15745,95123
CA-2017-132955,24/6/17,28/6/17,Standard Class,SC-20575,2920
CA-2017-108910,24/9/17,29/9/17,Standard Class,KC-16540,43055
CA-2015-166219,28/8/15,1/9/15,Standard Class,BP-11185,75081
CA-2014-144407,9/9/14,15/9/14,Standard Class,MS-17365,48227
CA-2014-149594,15/9/14,19/9/14,Standard Class,MF-18250,19120
CA-2016-158575,18/11/16,24/11/16,Standard Class,SB-20290,44240
CA-2016-108959,10/3/16,14/3/16,Second Class,MH-17785,85301
US-2017-139577,1/10/17,6/10/17,Standard Class,TN-21040,94110
CA-2017-117807,1/10/17,7/10/17,Standard Class,DK-13090,68025
CA-2016-112060,4/12/16,9/12/16,Standard Class,KT-16465,94109
CA-2016-100300,24/6/16,26/6/16,Second Class,MJ-17740,92037
CA-2015-143147,26/5/15,28/5/15,Second Class,PS-18760,78207
CA-2015-134782,27/12/15,31/12/15,Standard Class,MD-17350,72701
CA-2016-108350,6/6/16,9/6/16,Second Class,SC-20230,1852
CA-2014-159681,7/12/14,13/12/14,Standard Class,PO-18850,23464
US-2016-168095,15/7/16,20/7/16,Standard Class,MC-17425,97206
CA-2016-154067,1/2/16,7/2/16,Standard Class,SM-20950,90036
CA-2016-159730,17/9/16,21/9/16,Standard Class,SJ-20125,98103
CA-2015-104129,27/2/15,2/3/15,Standard Class,ES-14080,2908
US-2016-100461,8/1/16,12/1/16,Standard Class,JO-15145,53132
CA-2016-166373,21/10/16,25/10/16,Standard Class,JF-15565,78207
CA-2017-157931,17/9/17,22/9/17,Second Class,MO-17800,30076
CA-2015-110863,17/11/15,24/11/15,Standard Class,AA-10645,73120
CA-2017-107265,6/4/17,12/4/17,Standard Class,ML-17755,52302
CA-2015-102722,18/4/15,19/4/15,First Class,KW-16570,71203
CA-2015-108672,10/9/15,16/9/15,Standard Class,FA-14230,90032
CA-2015-138331,7/8/15,12/8/15,Standard Class,JK-15625,19120
US-2014-120740,15/4/14,15/4/14,Same Day,PS-18970,90049
CA-2014-132801,7/10/14,12/10/14,Standard Class,JG-15805,75217
US-2014-131982,7/3/14,11/3/14,Second Class,NP-18685,98198
CA-2017-155712,2/3/17,8/3/17,Standard Class,KD-16615,90008
US-2015-125374,23/3/15,29/3/15,Standard Class,JD-16060,77095
CA-2016-140774,5/9/16,10/9/16,Standard Class,BE-11455,66062
CA-2015-125234,27/11/15,1/12/15,Standard Class,SN-20710,90049
CA-2017-125381,25/4/17,27/4/17,Second Class,SG-20605,94109
CA-2015-123330,21/6/15,27/6/15,Standard Class,EP-13915,32725
CA-2015-114923,8/2/15,13/2/15,Standard Class,LH-17020,43229
CA-2017-161557,3/9/17,8/9/17,Standard Class,AG-10900,75217
CA-2014-158337,11/3/14,14/3/14,Second Class,KA-16525,10024
CA-2017-107174,6/11/17,13/11/17,Standard Class,AB-10060,98105
CA-2016-164091,17/9/16,22/9/16,Standard Class,LA-16780,4401
CA-2015-100657,2/11/15,7/11/15,Standard Class,SW-20245,12180
CA-2016-138079,22/1/16,28/1/16,Standard Class,AJ-10795,98115
CA-2017-143658,8/11/17,13/11/17,Second Class,SR-20425,10035
CA-2015-134082,11/12/15,17/12/15,Standard Class,JK-15640,92404
CA-2015-119879,21/11/15,25/11/15,Standard Class,SS-20410,19120
US-2014-131275,18/3/14,24/3/14,Standard Class,SC-20050,91505
CA-2016-111283,29/2/16,4/3/16,Standard Class,LC-16870,43055
CA-2014-122217,24/11/14,29/11/14,Standard Class,HP-14815,23464
CA-2016-142594,1/12/16,6/12/16,Second Class,EJ-14155,2038
CA-2016-100671,1/11/16,4/11/16,First Class,CS-12490,77301
CA-2016-169334,21/10/16,24/10/16,Second Class,GW-14605,38301
CA-2014-167360,24/11/14,29/11/14,Second Class,RB-19435,63116
CA-2017-141138,10/11/17,16/11/17,Standard Class,GH-14425,95351
CA-2016-144792,30/4/16,4/5/16,Standard Class,KD-16615,85254
CA-2016-153598,3/12/16,6/12/16,First Class,NM-18520,90045
CA-2014-159121,26/7/14,1/8/14,Standard Class,JO-15145,84020
CA-2016-159345,17/6/16,22/6/16,Standard Class,IG-15085,92024
CA-2016-127642,21/5/16,23/5/16,First Class,CP-12340,2886
CA-2017-140494,10/3/17,15/3/17,Second Class,CM-11815,94109
CA-2015-136147,13/11/15,18/11/15,Standard Class,FM-14380,33178
CA-2016-113607,14/10/16,18/10/16,Standard Class,PW-19030,10009
CA-2017-105914,2/10/17,8/10/17,Standard Class,PV-18985,90036
CA-2015-110947,9/6/15,15/6/15,Standard Class,AG-10765,23666
CA-2015-117415,27/12/15,31/12/15,Standard Class,SN-20710,77041
CA-2017-128783,7/9/17,7/9/17,Same Day,TG-21640,63301
CA-2015-123155,9/3/15,12/3/15,First Class,NS-18640,78207
CA-2017-168102,24/4/17,30/4/17,Standard Class,CP-12340,32216
CA-2016-113425,21/11/16,21/11/16,Same Day,JK-16120,10009
CA-2014-166051,31/5/14,5/6/14,Standard Class,JK-15625,39212
CA-2014-151379,16/12/14,20/12/14,Standard Class,SC-20695,48227
CA-2016-125206,3/1/16,5/1/16,First Class,LR-16915,90045
CA-2015-108532,29/8/15,2/9/15,Standard Class,CC-12100,48234
CA-2017-140508,18/9/17,21/9/17,First Class,PA-19060,75220
CA-2017-131625,1/9/17,5/9/17,Second Class,BN-11515,10009
CA-2016-134425,8/12/16,12/12/16,Second Class,QJ-19255,55106
CA-2016-111318,23/7/16,26/7/16,First Class,IL-15100,77041
CA-2015-111199,13/11/15,17/11/15,Standard Class,JK-15730,28540
CA-2017-136609,6/8/17,11/8/17,Standard Class,TB-21355,75104
CA-2014-107755,7/2/14,12/2/14,Standard Class,CK-12760,7036
US-2014-157231,5/4/14,9/4/14,Standard Class,RP-19855,40475
US-2015-113593,18/4/15,20/4/15,First Class,NC-18415,93454
CA-2016-105354,2/12/16,6/12/16,Standard Class,PW-19030,52302
US-2017-115301,29/7/17,2/8/17,Standard Class,VG-21790,98103
CA-2016-137673,5/9/16,10/9/16,Standard Class,ML-17395,92105
CA-2014-143413,24/5/14,30/5/14,Standard Class,RP-19390,21215
CA-2017-149706,11/12/17,12/12/17,First Class,AS-10285,60067
CA-2015-139780,31/12/15,2/1/16,Second Class,AH-10690,48205
CA-2016-104276,27/11/16,3/12/16,Standard Class,HF-14995,33311
CA-2017-152856,8/9/17,10/9/17,Second Class,RS-19765,43302
CA-2015-142433,20/4/15,25/4/15,Standard Class,ES-14020,77036
CA-2015-165799,29/6/15,2/7/15,First Class,SG-20470,10024
CA-2016-147431,2/2/16,7/2/16,Standard Class,AB-10105,10011
CA-2017-110821,7/8/17,8/8/17,First Class,CK-12205,75081
US-2014-159611,27/12/14,1/1/15,Second Class,KB-16315,44105
CA-2016-149979,23/9/16,28/9/16,Second Class,RA-19915,31907
CA-2016-161907,5/4/16,9/4/16,Standard Class,JH-16180,19140
CA-2016-133550,31/7/16,6/8/16,Standard Class,KL-16645,48205
CA-2017-121083,9/7/17,15/7/17,Standard Class,JF-15190,6040
CA-2015-103772,28/6/15,2/7/15,Standard Class,MP-17470,30080
US-2016-135720,11/12/16,13/12/16,Second Class,FM-14380,80013
CA-2014-132864,2/12/14,7/12/14,Standard Class,KN-16390,43229
CA-2015-154886,8/11/15,12/11/15,Standard Class,SW-20455,94109
US-2017-118598,16/11/17,16/11/17,Same Day,CM-12190,13501
US-2017-121251,26/3/17,27/3/17,First Class,GM-14440,10009
CA-2017-118864,15/6/17,19/6/17,Second Class,KH-16690,90032
CA-2015-103205,8/12/15,10/12/15,Second Class,JJ-15760,77036
CA-2016-144554,7/11/16,12/11/16,Standard Class,DM-13345,43055
CA-2015-158491,4/6/15,9/6/15,Second Class,BP-11155,90008
CA-2015-143490,6/12/15,13/12/15,Standard Class,NP-18325,92105
US-2015-104185,3/9/15,8/9/15,Second Class,JB-15400,10009
CA-2017-163097,27/8/17,31/8/17,Standard Class,SF-20200,85204
CA-2015-126137,3/10/15,8/10/15,Standard Class,BS-11755,90032
CA-2016-163972,17/10/16,21/10/16,Standard Class,MG-17890,93727
CA-2014-102295,24/11/14,26/11/14,Second Class,EH-13990,95823
CA-2016-152688,17/10/16,20/10/16,First Class,NR-18550,8861
CA-2017-110940,23/7/17,28/7/17,Standard Class,AZ-10750,60090
CA-2016-162159,16/9/16,18/9/16,First Class,CR-12625,31907
CA-2014-142587,21/10/14,22/10/14,First Class,TB-21520,45014
CA-2017-108553,23/4/17,29/4/17,Standard Class,SK-19990,10024
US-2017-101784,6/7/17,11/7/17,Standard Class,PO-18850,90008
CA-2014-157882,3/10/14,8/10/14,Second Class,AR-10405,90036
CA-2016-122448,9/6/16,14/6/16,Standard Class,DB-13210,94109
US-2017-152002,11/6/17,11/6/17,Same Day,DV-13465,90004
CA-2014-128846,7/4/14,12/4/14,Standard Class,RS-19765,29203
CA-2014-123323,7/11/14,12/11/14,Standard Class,LH-16900,94110
US-2014-155894,26/7/14,30/7/14,Second Class,CL-11890,60623
CA-2015-111948,11/11/15,11/11/15,Same Day,AG-10495,48234
CA-2014-119977,8/10/14,13/10/14,Second Class,DN-13690,10011
CA-2016-158547,30/5/16,4/6/16,Standard Class,JM-16195,45011
CA-2017-127397,24/2/17,28/2/17,Standard Class,ES-14080,19134
CA-2016-104983,3/7/16,3/7/16,Same Day,FM-14215,19143
CA-2017-144827,21/12/17,27/12/17,Standard Class,SE-20110,92627
US-2017-123834,21/7/17,25/7/17,Standard Class,GM-14500,78577
CA-2017-158386,16/10/17,21/10/17,Standard Class,BO-11425,40475
CA-2017-154039,17/2/17,22/2/17,Standard Class,JK-16120,60653
CA-2016-159891,31/1/16,6/2/16,Standard Class,BF-11170,30318
CA-2015-146290,4/5/15,11/5/15,Standard Class,SV-20815,46203
US-2015-136427,20/6/15,23/6/15,First Class,JM-16195,80013
CA-2015-140144,20/6/15,25/6/15,Second Class,SC-20770,94122
CA-2014-127859,17/3/14,20/3/14,Second Class,QJ-19255,19134
CA-2014-162089,30/3/14,1/4/14,First Class,MP-17470,78521
CA-2015-142734,16/4/15,21/4/15,Standard Class,DM-13345,10024
CA-2014-110219,5/5/14,8/5/14,First Class,EB-13870,78207
CA-2016-125087,18/4/16,23/4/16,Standard Class,TH-21115,77070
CA-2016-154235,24/9/16,28/9/16,Standard Class,RD-19900,47401
CA-2017-129028,1/4/17,3/4/17,First Class,GB-14530,29501
CA-2014-112837,11/9/14,16/9/14,Standard Class,LW-17125,93030
CA-2017-157980,7/12/17,9/12/17,First Class,SH-20395,43615
CA-2017-156895,8/5/17,12/5/17,Standard Class,DJ-13510,19140
CA-2015-130365,25/4/15,29/4/15,Standard Class,ZC-21910,60505
CA-2016-135965,22/9/16,25/9/16,First Class,SZ-20035,10035
CA-2016-164637,4/3/16,8/3/16,Standard Class,RD-19480,46544
CA-2016-121356,20/11/16,24/11/16,Standard Class,SJ-20500,19711
CA-2015-139738,25/9/15,29/9/15,Standard Class,DK-12895,61107
CA-2015-103177,30/5/15,1/6/15,First Class,EN-13780,10009
CA-2017-129581,11/12/17,18/12/17,Standard Class,KN-16390,2740
CA-2017-164329,30/1/17,30/1/17,Same Day,MM-17920,94109
US-2014-113124,30/3/14,5/4/14,Standard Class,NC-18340,55124
CA-2017-169124,3/7/17,10/7/17,Standard Class,MB-17305,95610
US-2014-110674,12/2/14,18/2/14,Standard Class,SC-20095,94521
CA-2014-117429,7/10/14,13/10/14,Standard Class,MR-17545,19140
CA-2014-151967,22/10/14,26/10/14,Standard Class,NB-18580,71111
CA-2017-123134,2/5/17,7/5/17,Standard Class,DW-13585,7090
CA-2014-127187,4/12/14,8/12/14,Standard Class,CP-12085,10024
CA-2017-159793,25/8/17,29/8/17,Standard Class,SV-20365,19140
CA-2016-125017,6/2/16,11/2/16,Standard Class,KB-16240,37421
CA-2017-106103,10/6/17,15/6/17,Standard Class,SC-20305,48307
CA-2017-156818,11/7/17,13/7/17,Second Class,JD-16015,10009
US-2017-147998,19/5/17,24/5/17,Standard Class,SA-20830,95123
CA-2016-146143,14/12/16,19/12/16,Standard Class,MC-17845,39212
US-2015-156496,10/8/15,16/8/15,Standard Class,WB-21850,97756
US-2015-163825,16/6/15,19/6/15,First Class,LC-16885,10009
CA-2014-126760,26/7/14,2/8/14,Standard Class,KM-16720,89031
US-2016-164945,22/11/16,27/11/16,Standard Class,CA-12055,10009
CA-2015-159863,4/9/15,7/9/15,Second Class,DS-13180,77095
CA-2016-167759,3/3/16,8/3/16,Second Class,CC-12670,47401
CA-2015-154326,15/2/15,19/2/15,Standard Class,RP-19855,53142
CA-2017-100097,26/11/17,29/11/17,Second Class,MN-17935,10009
CA-2016-121447,21/2/16,22/2/16,First Class,EA-14035,10011
CA-2016-160234,26/6/16,3/7/16,Standard Class,PF-19225,30318
CA-2017-145506,3/6/17,7/6/17,Standard Class,MO-17800,99207
CA-2015-157959,3/2/15,4/2/15,First Class,RW-19540,90008
CA-2014-108861,28/5/14,1/6/14,Standard Class,MM-17260,98105
CA-2014-168312,1/3/14,7/3/14,Standard Class,GW-14605,77036
CA-2014-124702,18/11/14,25/11/14,Standard Class,MH-17785,98105
US-2017-104437,27/1/17,31/1/17,Standard Class,TG-21310,10035
CA-2015-166135,1/10/15,6/10/15,Standard Class,SC-20440,80013
CA-2014-163559,23/9/14,28/9/14,Second Class,ST-20530,10035
CA-2017-151281,27/4/17,2/5/17,Standard Class,HM-14980,98105
CA-2014-123855,18/6/14,23/6/14,Standard Class,MC-18100,90036
CA-2017-142636,3/11/17,7/11/17,Standard Class,KC-16675,98105
CA-2015-141012,9/6/15,11/6/15,Second Class,TG-21640,83201
CA-2014-121664,6/5/14,10/5/14,Standard Class,HP-14815,90049
CA-2015-161445,7/9/15,9/9/15,Second Class,CC-12610,27707
CA-2016-157763,18/7/16,23/7/16,Standard Class,KH-16330,42104
CA-2016-115574,23/12/16,24/12/16,First Class,BP-11185,60623
CA-2014-141313,28/12/14,1/1/15,Standard Class,AJ-10780,1915
CA-2015-114237,13/3/15,15/3/15,First Class,MC-17275,98103
CA-2015-151680,19/11/15,21/11/15,Second Class,TC-21475,98115
CA-2017-100412,22/12/17,26/12/17,Standard Class,SR-20425,35401
CA-2016-132066,16/10/16,20/10/16,Standard Class,NB-18655,10011
US-2014-167738,24/12/14,29/12/14,Standard Class,JC-16105,90045
CA-2016-117849,15/4/16,17/4/16,Second Class,JK-16120,92105
CA-2017-135650,23/3/17,27/3/17,Standard Class,AC-10660,77340
US-2017-103814,9/12/17,16/12/17,Standard Class,LH-16900,60068
CA-2014-164385,26/9/14,1/10/14,Second Class,NB-18580,19134
CA-2016-122903,27/5/16,29/5/16,Second Class,LA-16780,48205
US-2014-151925,26/9/14,1/10/14,Second Class,KT-16465,90049
CA-2016-143910,12/8/16,16/8/16,Standard Class,BC-11125,10011
US-2017-168613,8/10/17,14/10/17,Standard Class,GM-14440,10009
CA-2017-133249,8/7/17,11/7/17,First Class,SZ-20035,90660
CA-2015-168529,8/10/15,12/10/15,Standard Class,MB-17305,94122
CA-2016-153101,8/9/16,8/9/16,Same Day,PJ-19015,92704
CA-2017-146346,17/6/17,20/6/17,First Class,RA-19945,80022
US-2016-102141,26/8/16,31/8/16,Standard Class,KD-16615,10024
CA-2016-112942,13/2/16,18/2/16,Standard Class,RD-19810,90045
US-2017-157896,16/11/17,16/11/17,Same Day,CB-12415,10009
CA-2017-120999,10/9/17,15/9/17,Standard Class,LC-16930,60540
CA-2017-120705,5/9/17,11/9/17,Standard Class,MG-17875,33311
CA-2017-138156,11/2/17,14/2/17,First Class,MM-17260,43229
CA-2017-101014,29/8/17,4/9/17,Standard Class,RW-19540,90049
CA-2017-141201,9/12/17,11/12/17,Second Class,DB-12910,93905
CA-2017-134796,25/6/17,1/7/17,Standard Class,FM-14380,60440
CA-2017-154074,31/8/17,2/9/17,Second Class,BW-11110,99207
US-2014-114377,5/11/14,5/11/14,Same Day,BG-11035,23666
CA-2014-103366,15/1/14,17/1/14,First Class,EH-13990,30076
CA-2016-114489,5/12/16,9/12/16,Standard Class,JE-16165,53132
CA-2014-114433,13/5/14,17/5/14,Standard Class,NP-18325,94601
CA-2015-117884,22/3/15,22/3/15,Same Day,DC-13285,33317
CA-2017-154676,5/8/17,8/8/17,First Class,NZ-18565,77070
CA-2016-107790,20/11/16,24/11/16,Standard Class,EH-13990,77041
CA-2014-158540,24/11/14,26/11/14,First Class,VG-21790,92037
CA-2015-157133,28/11/15,3/12/15,Standard Class,LC-16885,61821
CA-2015-163923,30/5/15,3/6/15,Standard Class,BD-11560,22153
CA-2015-134943,5/12/15,6/12/15,First Class,SU-20665,48104
CA-2015-134894,7/12/15,11/12/15,Standard Class,DK-12985,42420
CA-2017-133487,6/5/17,9/5/17,Second Class,TS-21655,91730
CA-2017-121398,25/12/17,29/12/17,Standard Class,FH-14365,90008
US-2016-167339,21/1/16,23/1/16,Second Class,TD-20995,92037
CA-2014-115049,26/9/14,1/10/14,Standard Class,MM-17920,60623
US-2016-131149,10/7/16,14/7/16,Standard Class,LH-17155,75081
CA-2016-144729,21/10/16,25/10/16,Standard Class,JE-15745,92037
CA-2017-149076,14/1/17,19/1/17,Standard Class,SO-20335,90036
CA-2015-125976,27/9/15,2/10/15,Standard Class,JK-15205,22204
CA-2017-146360,23/4/17,25/4/17,Second Class,SC-20305,46226
CA-2015-168746,27/1/15,29/1/15,Second Class,SV-20365,44105
US-2016-134488,24/9/16,1/10/16,Standard Class,PK-19075,43229
US-2014-143721,23/11/14,26/11/14,Second Class,DK-12835,77095
CA-2017-120061,2/11/17,7/11/17,Second Class,SR-20425,45503
CA-2014-156790,8/8/14,10/8/14,Second Class,VG-21790,32216
US-2015-164966,30/7/15,1/8/15,First Class,GH-14410,55044
CA-2017-116645,30/11/17,4/12/17,Standard Class,ME-17725,19711
CA-2014-148915,1/11/14,5/11/14,Standard Class,ND-18370,97206
US-2017-105830,31/12/16,2/1/17,First Class,DB-13660,43130
CA-2016-114944,30/1/16,4/2/16,Standard Class,HE-14800,60623
US-2015-136476,5/4/15,10/4/15,Standard Class,GG-14650,37620
US-2015-136749,25/12/15,27/12/15,Second Class,LH-16900,31907
CA-2016-158834,13/3/16,16/3/16,First Class,TW-21025,85254
CA-2017-159506,27/11/17,2/12/17,Standard Class,JR-16210,47201
CA-2016-159695,5/4/16,10/4/16,Second Class,GM-14455,77095
CA-2016-127236,29/3/16,2/4/16,Standard Class,TB-21595,45503
US-2015-110261,19/12/15,23/12/15,Second Class,PR-18880,60025
CA-2015-109862,25/10/15,30/10/15,Standard Class,HK-14890,19711
US-2017-128398,2/5/17,5/5/17,Second Class,EM-13825,90049
CA-2016-130267,19/9/16,23/9/16,Standard Class,SW-20245,95207
US-2017-146213,9/9/17,14/9/17,Standard Class,MC-17605,90032
CA-2014-132983,28/4/14,3/5/14,Standard Class,DS-13180,14701
CA-2017-123029,30/9/17,2/10/17,Second Class,BT-11530,90049
CA-2016-158358,4/3/16,8/3/16,Standard Class,EM-13810,3820
CA-2016-152289,26/8/16,28/8/16,First Class,LC-16930,77506
US-2015-123218,20/12/15,25/12/15,Standard Class,KD-16345,60623
US-2016-151862,1/3/16,8/3/16,Standard Class,ON-18715,80219
US-2017-111745,5/11/17,6/11/17,First Class,RA-19885,87401
CA-2017-161809,20/1/17,26/1/17,Standard Class,TH-21100,90045
CA-2016-148096,16/8/16,19/8/16,First Class,AO-10810,90045
US-2015-145436,28/2/15,4/3/15,Standard Class,VD-21670,38401
US-2017-150070,7/9/17,12/9/17,Standard Class,JA-15970,95351
CA-2015-138009,29/11/15,3/12/15,Standard Class,SF-20965,48126
CA-2014-124646,22/6/14,24/6/14,First Class,DV-13465,55407
CA-2016-166772,20/9/16,24/9/16,Standard Class,HJ-14875,98105
CA-2017-160416,13/11/17,18/11/17,Second Class,AD-10180,10701
US-2017-136784,30/4/17,5/5/17,Standard Class,AD-10180,94122
CA-2017-145737,15/9/17,20/9/17,Standard Class,AB-10165,37087
CA-2014-166555,11/7/14,14/7/14,First Class,JK-15205,14304
CA-2017-144225,30/9/17,2/10/17,Second Class,CC-12475,21215
CA-2014-154592,7/12/14,8/12/14,First Class,EH-14005,94109
CA-2016-136329,9/7/16,13/7/16,Standard Class,JD-15895,10035
CA-2016-143154,2/12/16,8/12/16,Standard Class,AS-10225,80501
CA-2017-101245,27/11/17,3/12/17,Standard Class,LW-16990,94109
US-2015-137960,18/12/15,18/12/15,Same Day,MW-18220,10035
CA-2017-136875,3/12/17,3/12/17,Same Day,TC-21295,92024
CA-2016-112123,3/3/16,8/3/16,Standard Class,BH-11710,19711
US-2017-109582,12/9/17,17/9/17,Second Class,JM-15865,90036
CA-2014-100972,19/11/14,24/11/14,Second Class,DB-13360,84106
CA-2015-134075,12/12/15,16/12/15,Standard Class,HA-14905,95123
CA-2015-129525,15/11/15,20/11/15,Standard Class,VP-21760,43615
CA-2016-162313,27/11/16,30/11/16,First Class,VB-21745,48146
US-2017-168116,4/11/17,4/11/17,Same Day,GT-14635,27217
CA-2016-129728,30/5/16,6/6/16,Standard Class,JG-15310,90032
CA-2015-136735,26/7/15,2/8/15,Standard Class,HA-14920,94110
CA-2016-118899,22/3/16,22/3/16,Same Day,MC-17275,98103
CA-2014-106376,5/12/14,10/12/14,Standard Class,BS-11590,85234
CA-2017-111647,3/7/17,7/7/17,Standard Class,RD-19585,75023
US-2017-115609,2/11/17,7/11/17,Standard Class,CS-12505,90036
CA-2017-162015,11/7/17,18/7/17,Standard Class,KB-16240,90049
US-2017-106131,14/1/17,16/1/17,First Class,TP-21565,80013
CA-2015-131597,14/9/15,18/9/15,Standard Class,SP-20620,90045
US-2014-109162,8/6/14,12/6/14,Standard Class,KE-16420,37620
CA-2015-161627,6/7/15,11/7/15,Standard Class,SJ-20215,91104
CA-2017-123085,3/3/17,8/3/17,Standard Class,EJ-13720,90008
CA-2016-105746,30/12/16,1/1/17,First Class,BD-11605,17602
CA-2016-102456,27/2/16,1/3/16,First Class,DL-12865,10011
CA-2017-101749,3/10/17,8/10/17,Standard Class,AS-10045,91104
CA-2017-167003,23/5/17,29/5/17,Standard Class,VS-21820,90036
CA-2015-112116,16/3/15,18/3/15,Second Class,JE-15475,98103
CA-2014-121769,8/4/14,12/4/14,Standard Class,JS-15880,43615
CA-2016-113621,1/12/16,5/12/16,Standard Class,JE-15745,20852
CA-2014-125542,5/12/14,7/12/14,First Class,NB-18655,19134
CA-2017-136350,24/6/17,26/6/17,Second Class,GA-14515,10011
CA-2016-152765,15/6/16,18/6/16,First Class,LS-17245,77036
CA-2017-119305,30/11/17,4/12/17,Standard Class,SW-20275,39212
CA-2016-160304,2/1/16,7/1/16,Standard Class,BM-11575,20877
CA-2015-153752,6/12/15,11/12/15,Second Class,RO-19780,22204
CA-2017-107713,13/3/17,17/3/17,Standard Class,JB-16000,21044
CA-2014-160094,30/4/14,2/5/14,First Class,JM-16195,40214
CA-2014-130421,3/3/14,7/3/14,Standard Class,SC-20020,77095
US-2016-112977,10/3/16,16/3/16,Standard Class,CJ-12010,11561
CA-2014-123260,26/8/14,30/8/14,Standard Class,FM-14290,90032
US-2016-108098,14/10/16,18/10/16,Standard Class,CP-12340,98115
CA-2017-145443,10/8/17,15/8/17,Second Class,SC-20695,47374
CA-2017-101581,22/10/17,27/10/17,Standard Class,DW-13195,97756
US-2016-139710,9/6/16,15/6/16,Standard Class,GM-14680,90045
CA-2015-156328,30/11/15,5/12/15,Standard Class,RM-19375,27604
CA-2017-116939,25/9/17,29/9/17,Standard Class,AG-10900,23223
CA-2014-160276,2/4/14,8/4/14,Standard Class,AH-10690,23464
CA-2015-135685,16/11/15,18/11/15,Second Class,MP-18175,53209
CA-2015-139374,10/9/15,14/9/15,Standard Class,AR-10345,78745
CA-2016-148516,7/8/16,11/8/16,Standard Class,DW-13585,98026
CA-2015-109169,20/4/15,24/4/15,Standard Class,OT-18730,48234
CA-2014-107139,5/7/14,11/7/14,Standard Class,DP-13390,90004
CA-2016-140746,15/1/16,15/1/16,Same Day,RC-19825,6824
CA-2017-157483,11/11/17,18/11/17,Standard Class,EP-13915,48227
CA-2017-122056,13/6/17,17/6/17,Standard Class,PG-18895,22153
CA-2017-127929,23/12/17,27/12/17,Standard Class,FM-14215,6457
CA-2017-142909,22/12/17,25/12/17,Second Class,AG-10330,85204
CA-2015-109603,26/1/15,1/2/15,Standard Class,EM-13825,92553
CA-2015-132318,30/10/15,2/11/15,First Class,TT-21220,23464
CA-2014-112851,17/9/14,21/9/14,Standard Class,NR-18550,91911
CA-2017-165386,3/8/17,4/8/17,First Class,CM-12190,60623
CA-2017-124898,11/9/17,15/9/17,Standard Class,DB-12910,31907
CA-2015-156853,3/12/15,5/12/15,Second Class,HP-14815,3301
