City,State,Postal Code,Region,Country,Customer ID
Columbus,Ohio,43229,East,United States,JL-15835
Richmond,Kentucky,40475,South,United States,JL-15835
Lancaster,Ohio,43130,East,United States,MD-17350
Gresham,Oregon,97030,West,United States,CL-12565
San Francisco,California,94109,West,United States,RA-19885
Longmont,Colorado,80501,West,United States,LC-16885
Greenville,North Carolina,27834,South,United States,SW-20245
Los Angeles,California,90004,West,United States,HG-14965
Houston,Texas,77041,Central,United States,MV-17485
San Francisco,California,94109,West,United States,GT-14710
Denver,Colorado,80219,West,United States,BS-11380
Huntsville,Texas,77340,Central,United States,CM-12715
Houston,Texas,77036,Central,United States,EM-13825
New York City,New York,10024,East,United States,KH-16330
Philadelphia,Pennsylvania,19134,East,United States,AF-10885
Columbus,Indiana,47201,Central,United States,JR-16210
Long Beach,New York,11561,East,United States,DL-12925
Lancaster,Pennsylvania,17602,East,United States,BD-11605
Chicago,Illinois,60610,Central,United States,RB-19570
Denver,Colorado,80219,West,United States,RB-19795
Seattle,Washington,98103,West,United States,TB-21250
Houston,Texas,77070,Central,United States,KN-16390
Los Angeles,California,90045,West,United States,RL-19615
Newport News,Virginia,23602,South,United States,FH-14275
Los Angeles,California,90036,West,United States,YS-21880
Seattle,Washington,98115,West,United States,SW-20755
Omaha,Nebraska,68104,Central,United States,PN-18775
Morristown,New Jersey,7960,East,United States,AT-10735
Philadelphia,Pennsylvania,19143,East,United States,EJ-13720
New York City,New York,10024,East,United States,DM-13345
Springfield,Virginia,22153,South,United States,KH-16690
Roseville,California,95661,West,United States,MB-18085
Rockford,Illinois,61107,Central,United States,DK-12895
Philadelphia,Pennsylvania,19134,East,United States,DB-13210
Detroit,Michigan,48234,Central,United States,CV-12295
Los Angeles,California,90004,West,United States,GK-14620
Springfield,Oregon,97477,West,United States,JA-15970
Providence,Rhode Island,2908,East,United States,TH-21115
Chicago,Illinois,60623,Central,United States,BS-11665
Dallas,Texas,75220,Central,United States,NS-18505
Moreno Valley,California,92553,West,United States,SA-20830
Garden City,Kansas,67846,Central,United States,BH-11710
New York City,New York,10035,East,United States,SC-20380
Orlando,Florida,32839,South,United States,RF-19345
Watertown,New York,13601,East,United States,CM-12235
Los Angeles,California,90032,West,United States,JM-15655
Los Angeles,California,90004,West,United States,RB-19435
Newark,Delaware,19711,East,United States,SS-20515
Detroit,Michigan,48234,Central,United States,NM-18445
Phoenix,Arizona,85023,West,United States,EM-14095
Brownsville,Texas,78521,Central,United States,MP-17470
Louisville,Kentucky,40214,South,United States,KH-16360
Newark,Delaware,19711,East,United States,DB-13555
Pueblo,Colorado,81001,West,United States,LB-16795
Los Angeles,California,90036,West,United States,CA-11965
Greenville,North Carolina,27834,South,United States,DL-12925
San Francisco,California,94110,West,United States,FC-14335
Marion,Ohio,43302,East,United States,DB-13120
Dallas,Texas,75081,Central,United States,CK-12205
Huntsville,Alabama,35810,South,United States,FW-14395
Las Vegas,Nevada,89115,West,United States,JM-15865
Los Angeles,California,90049,West,United States,PS-18970
Lakewood,Ohio,44107,East,United States,TC-21475
Fremont,Nebraska,68025,Central,United States,CV-12805
Huntsville,Texas,77340,Central,United States,VS-21820
Los Angeles,California,90036,West,United States,SC-20575
Asheville,North Carolina,28806,South,United States,SG-20605
Bossier City,Louisiana,71111,South,United States,NB-18580
Providence,Rhode Island,2908,East,United States,DR-12940
Everett,Massachusetts,2149,East,United States,MA-17560
Rancho Cucamonga,California,91730,West,United States,TS-21655
Charlotte,North Carolina,28205,South,United States,JG-15115
Providence,Rhode Island,2908,East,United States,KM-16375
Midland,Michigan,48640,Central,United States,SD-20485
Rochester,New York,14609,East,United States,TT-21070
Jackson,Michigan,49201,Central,United States,BB-11545
Suffolk,Virginia,23434,South,United States,RS-19420
Brentwood,California,94513,West,United States,AI-10855
Houston,Texas,77036,Central,United States,AH-10120
Lawrence,Massachusetts,1841,East,United States,BF-11170
Detroit,Michigan,48234,Central,United States,AA-10480
Orem,Utah,84057,West,United States,SV-20815
Philadelphia,Pennsylvania,19120,East,United States,EH-14185
Mesa,Arizona,85204,West,United States,JL-15850
Fayetteville,North Carolina,28314,South,United States,JM-15250
Los Angeles,California,90032,West,United States,JB-15925
Philadelphia,Pennsylvania,19140,East,United States,PB-19105
Colorado Springs,Colorado,80906,West,United States,SP-20620
Los Angeles,California,90032,West,United States,MC-17605
New York City,New York,10009,East,United States,BG-11695
San Francisco,California,94109,West,United States,JO-15550
Austin,Texas,78745,Central,United States,AR-10345
Cleveland,Ohio,44105,East,United States,TS-21505
El Paso,Texas,79907,Central,United States,GA-14515
Tallahassee,Florida,32303,South,United States,TN-21040
Seattle,Washington,98103,West,United States,TW-21025
Dallas,Texas,75220,Central,United States,PA-19060
Houston,Texas,77070,Central,United States,JD-15790
Springfield,Ohio,45503,East,United States,MN-17935
Seattle,Washington,98103,West,United States,GM-14500
Seattle,Washington,98105,West,United States,DG-13300
Charlotte,North Carolina,28205,South,United States,AG-10330
Baltimore,Maryland,21215,East,United States,JF-15355
San Francisco,California,94110,West,United States,SC-20680
Tucson,Arizona,85705,West,United States,CM-11935
Los Angeles,California,90036,West,United States,KT-16480
Waterbury,Connecticut,6708,East,United States,CP-12340
Chicago,Illinois,60610,Central,United States,EK-13795
Long Beach,New York,11561,East,United States,CW-11905
Arlington,Virginia,22204,South,United States,KH-16510
Jacksonville,North Carolina,28540,South,United States,AB-10600
Columbus,Ohio,43229,East,United States,AH-10075
Charlotte,North Carolina,28205,South,United States,CK-12595
Buffalo,New York,14215,East,United States,SP-20620
Houston,Texas,77041,Central,United States,JP-15460
Memphis,Tennessee,38109,South,United States,BG-11035
Plano,Texas,75023,Central,United States,CC-12550
Salem,Oregon,97301,West,United States,SL-20155
Columbus,Georgia,31907,South,United States,FO-14305
Columbia,Maryland,21044,East,United States,BB-11545
Portland,Oregon,97206,West,United States,DO-13435
Tallahassee,Florida,32303,South,United States,LB-16735
Riverside,California,92503,West,United States,TS-21205
Lancaster,Ohio,43130,East,United States,CS-12505
San Francisco,California,94109,West,United States,SP-20920
Moreno Valley,California,92553,West,United States,CD-12790
Chesapeake,Virginia,23320,South,United States,RF-19840
Chicago,Illinois,60623,Central,United States,FO-14305
Charlotte,North Carolina,28205,South,United States,ER-13855
New York City,New York,10009,East,United States,PB-19150
Chicago,Illinois,60653,Central,United States,LW-17215
Philadelphia,Pennsylvania,19120,East,United States,FG-14260
Chicago,Illinois,60623,Central,United States,BP-11050
Dallas,Texas,75217,Central,United States,SP-20860
Las Vegas,Nevada,89115,West,United States,JD-15895
Amarillo,Texas,79109,Central,United States,FM-14380
Middletown,Connecticut,6457,East,United States,MP-17965
New York City,New York,10035,East,United States,HR-14830
Philadelphia,Pennsylvania,19120,East,United States,BW-11065
Fresno,California,93727,West,United States,MS-17710
Franklin,Tennessee,37064,South,United States,SJ-20125
Raleigh,North Carolina,27604,South,United States,VS-21820
Clinton,Maryland,20735,East,United States,DK-13090
Los Angeles,California,90049,West,United States,MG-17680
North Las Vegas,Nevada,89031,West,United States,DP-13390
San Francisco,California,94109,West,United States,CJ-12010
Cranston,Rhode Island,2920,East,United States,CW-11905
Jackson,Tennessee,38301,South,United States,GW-14605
Newark,Delaware,19711,East,United States,PP-18955
Los Angeles,California,90036,West,United States,PW-19030
Rome,New York,13440,East,United States,PW-19030
Chicago,Illinois,60610,Central,United States,CY-12745
San Diego,California,92105,West,United States,BW-11110
Houston,Texas,77036,Central,United States,MB-18085
West Palm Beach,Florida,33407,South,United States,CR-12820
Los Angeles,California,90045,West,United States,EB-14110
Seattle,Washington,98103,West,United States,SH-19975
Des Moines,Iowa,50315,Central,United States,CV-12295
New York City,New York,10024,East,United States,AT-10735
Arlington,Virginia,22204,South,United States,AG-10390
Pharr,Texas,78577,Central,United States,GM-14500
Arlington,Virginia,22204,South,United States,JK-15205
Houston,Texas,77070,Central,United States,DW-13540
Irving,Texas,75061,Central,United States,AS-10090
Chicago,Illinois,60653,Central,United States,TS-21205
Los Angeles,California,90049,West,United States,SM-20320
Hattiesburg,Mississippi,39401,South,United States,BH-11710
New York City,New York,10024,East,United States,LW-16825
Cuyahoga Falls,Ohio,44221,East,United States,JA-15970
Seattle,Washington,98103,West,United States,KA-16525
Mesa,Arizona,85204,West,United States,TG-21310
Salt Lake City,Utah,84106,West,United States,DB-13360
Los Angeles,California,90045,West,United States,LS-17245
Jacksonville,North Carolina,28540,South,United States,MO-17950
Lakewood,Ohio,44107,East,United States,CA-11965
Lake Forest,California,92630,West,United States,DB-12910
Portland,Oregon,97206,West,United States,DK-12835
Charlotte,North Carolina,28205,South,United States,EB-14170
Aurora,Illinois,60505,Central,United States,DR-12940
Philadelphia,Pennsylvania,19140,East,United States,JS-15685
Thornton,Colorado,80229,West,United States,LC-16870
Davis,California,95616,West,United States,JP-15520
Fayetteville,Arkansas,72701,South,United States,TS-21655
New York City,New York,10011,East,United States,NM-18445
Wheeling,West Virginia,26003,East,United States,EH-14125
Memphis,Tennessee,38109,South,United States,DC-12850
Houston,Texas,77036,Central,United States,DO-13645
Dallas,Texas,75217,Central,United States,LS-16975
San Francisco,California,94122,West,United States,RW-19630
Morgan Hill,California,95037,West,United States,RD-19720
Saint Charles,Illinois,60174,Central,United States,RB-19570
Cleveland,Ohio,44105,East,United States,JE-15715
Philadelphia,Pennsylvania,19140,East,United States,PO-19195
Garland,Texas,75043,Central,United States,JK-16120
San Diego,California,92024,West,United States,JP-16135
Waterbury,Connecticut,6708,East,United States,Dp-13240
Columbia,Maryland,21044,East,United States,JB-16000
Hollywood,Florida,33021,South,United States,PP-18955
Springfield,Virginia,22153,South,United States,RF-19840
New York City,New York,10035,East,United States,KH-16330
Dallas,Texas,75217,Central,United States,EM-14200
New York City,New York,10024,East,United States,DK-12835
Portland,Oregon,97206,West,United States,MC-17425
Brentwood,California,94513,West,United States,RW-19540
San Diego,California,92037,West,United States,DS-13180
Dallas,Texas,75081,Central,United States,GA-14725
El Paso,Texas,79907,Central,United States,SC-20380
New York City,New York,10035,East,United States,KD-16345
Revere,Massachusetts,2151,East,United States,KH-16330
Chico,California,95928,West,United States,GG-14650
Miramar,Florida,33023,South,United States,JS-15685
Los Angeles,California,90049,West,United States,BP-11095
Denver,Colorado,80219,West,United States,CC-12610
Philadelphia,Pennsylvania,19134,East,United States,SP-20860
Jackson,Mississippi,39212,South,United States,JK-15625
Los Angeles,California,90045,West,United States,CC-12100
Houston,Texas,77095,Central,United States,DP-13000
Clifton,New Jersey,7011,East,United States,SF-20065
Chicago,Illinois,60623,Central,United States,EH-13765
Seattle,Washington,98115,West,United States,DN-13690
Long Beach,New York,11561,East,United States,PJ-19015
Sheboygan,Wisconsin,53081,Central,United States,MA-17560
Boca Raton,Florida,33433,South,United States,VM-21835
Aurora,Colorado,80013,West,United States,MM-18055
San Diego,California,92037,West,United States,CR-12580
Seattle,Washington,98105,West,United States,BS-11365
Dubuque,Iowa,52001,Central,United States,RD-19585
Los Angeles,California,90032,West,United States,KD-16270
Lowell,Massachusetts,1852,East,United States,AA-10645
Marysville,Washington,98270,West,United States,MC-18100
Oklahoma City,Oklahoma,73120,Central,United States,AA-10645
Philadelphia,Pennsylvania,19134,East,United States,QJ-19255
Aurora,Colorado,80013,West,United States,JM-16195
New York City,New York,10009,East,United States,TB-21625
Lancaster,Ohio,43130,East,United States,NF-18595
Modesto,California,95351,West,United States,BF-11020
Saint Louis,Missouri,63116,Central,United States,NP-18670
Dallas,Texas,75217,Central,United States,HM-14860
New York City,New York,10035,East,United States,DM-13525
San Antonio,Texas,78207,Central,United States,JF-15565
Amarillo,Texas,79109,Central,United States,NM-18520
Lawrence,Massachusetts,1841,East,United States,AG-10270
Columbus,Georgia,31907,South,United States,BF-11275
Los Angeles,California,90032,West,United States,JC-15775
Cambridge,Massachusetts,2138,East,United States,PV-18985
Salt Lake City,Utah,84106,West,United States,DO-13645
New York City,New York,10035,East,United States,HA-14905
Cuyahoga Falls,Ohio,44221,East,United States,SH-20395
Wilmington,North Carolina,28403,South,United States,JM-16195
New York City,New York,10035,East,United States,DK-13225
Philadelphia,Pennsylvania,19140,East,United States,CM-12715
New York City,New York,10009,East,United States,BF-10975
Philadelphia,Pennsylvania,19134,East,United States,SF-20965
Los Angeles,California,90049,West,United States,CB-12025
Long Beach,New York,11561,East,United States,TC-20980
Rochester,New York,14609,East,United States,LW-17215
San Francisco,California,94109,West,United States,NS-18640
Huntsville,Texas,77340,Central,United States,JM-15250
East Point,Georgia,30344,South,United States,RF-19345
New York City,New York,10009,East,United States,CA-12055
Springfield,Oregon,97477,West,United States,KH-16690
Arlington,Virginia,22204,South,United States,LC-16960
Wilmington,North Carolina,28403,South,United States,JL-15130
Yuma,Arizona,85364,West,United States,DM-12955
San Bernardino,California,92404,West,United States,MV-18190
Baltimore,Maryland,21215,East,United States,NS-18640
Seattle,Washington,98103,West,United States,AS-10630
San Francisco,California,94110,West,United States,MT-17815
New York City,New York,10035,East,United States,SR-20425
Seattle,Washington,98115,West,United States,DK-13375
Albuquerque,New Mexico,87105,West,United States,SV-20935
Los Angeles,California,90045,West,United States,RH-19510
Los Angeles,California,90045,West,United States,SB-20185
Houston,Texas,77041,Central,United States,CR-12820
Philadelphia,Pennsylvania,19140,East,United States,EG-13900
Chicago,Illinois,60623,Central,United States,RD-19930
San Angelo,Texas,76903,Central,United States,JM-15865
Pasadena,Texas,77506,Central,United States,LW-16825
Los Angeles,California,90049,West,United States,RW-19540
Garden City,Kansas,67846,Central,United States,BG-11695
Los Angeles,California,90045,West,United States,TT-21220
Chicago,Illinois,60653,Central,United States,EB-13930
Philadelphia,Pennsylvania,19134,East,United States,FP-14320
Modesto,California,95351,West,United States,JA-15970
Houston,Texas,77070,Central,United States,TS-21655
Chicago,Illinois,60610,Central,United States,DP-13000
Riverside,California,92503,West,United States,JD-15895
Dallas,Texas,75081,Central,United States,GH-14485
Los Angeles,California,90008,West,United States,RD-19585
Lakeland,Florida,33801,South,United States,CS-12490
New York City,New York,10035,East,United States,BF-11215
Philadelphia,Pennsylvania,19140,East,United States,NK-18490
San Diego,California,92037,West,United States,AZ-10750
Lawton,Oklahoma,73505,Central,United States,Co-12640
Salem,Virginia,24153,South,United States,AG-10675
Santa Ana,California,92704,West,United States,EM-14140
Rapid City,South Dakota,57701,Central,United States,CA-11965
Seattle,Washington,98115,West,United States,RB-19360
Middletown,Connecticut,6457,East,United States,RD-19720
Baltimore,Maryland,21215,East,United States,MS-17830
San Diego,California,92105,West,United States,PG-18820
Odessa,Texas,79762,Central,United States,KB-16240
Milford,Connecticut,6460,East,United States,RB-19465
Belleville,New Jersey,7109,East,United States,JD-15790
New York City,New York,10035,East,United States,JJ-15445
San Diego,California,92105,West,United States,LT-17110
San Francisco,California,94122,West,United States,AH-10690
Seattle,Washington,98105,West,United States,AB-10060
Jackson,Mississippi,39212,South,United States,FM-14380
Los Angeles,California,90049,West,United States,GH-14410
Chicago,Illinois,60623,Central,United States,HE-14800
New York City,New York,10035,East,United States,SZ-20035
Los Angeles,California,90008,West,United States,CM-12115
Des Moines,Washington,98198,West,United States,TG-21310
Springfield,Oregon,97477,West,United States,DK-12985
Philadelphia,Pennsylvania,19120,East,United States,SS-20410
Chicago,Illinois,60653,Central,United States,BM-11575
Chicago,Illinois,60623,Central,United States,MY-17380
Chicago,Illinois,60623,Central,United States,AG-10900
Rockville,Maryland,20852,East,United States,SG-20470
New York City,New York,10011,East,United States,CC-12370
Durham,North Carolina,27707,South,United States,LR-16915
Santa Barbara,California,93101,West,United States,DB-13120
Knoxville,Tennessee,37918,South,United States,LP-17095
New York City,New York,10024,East,United States,KD-16495
Daytona Beach,Florida,32114,South,United States,SA-20830
Nashville,Tennessee,37211,South,United States,BG-11035
Nashville,Tennessee,37211,South,United States,DM-12955
Dallas,Texas,75220,Central,United States,MC-17845
Murfreesboro,Tennessee,37130,South,United States,ML-17395
Dallas,Texas,75217,Central,United States,RD-19930
Arlington,Texas,76017,Central,United States,AB-10015
Pasadena,California,91104,West,United States,EA-14035
Everett,Massachusetts,2149,East,United States,SF-20065
Troy,New York,12180,East,United States,BC-11125
Sandy Springs,Georgia,30328,South,United States,PF-19165
San Jose,California,95123,West,United States,SE-20110
Jacksonville,Florida,32216,South,United States,CJ-12010
Jacksonville,Florida,32216,South,United States,PT-19090
New York City,New York,10009,East,United States,LH-16900
San Francisco,California,94122,West,United States,BW-11200
Columbus,Georgia,31907,South,United States,BS-11365
Aurora,Illinois,60505,Central,United States,DP-13390
Philadelphia,Pennsylvania,19134,East,United States,CS-12400
Chicago,Illinois,60653,Central,United States,MS-17365
Seattle,Washington,98103,West,United States,DK-12895
Roseville,Michigan,48066,Central,United States,SN-20560
Fayetteville,Arkansas,72701,South,United States,TC-21475
Jacksonville,North Carolina,28540,South,United States,AM-10705
New York City,New York,10035,East,United States,AJ-10960
Dover,Delaware,19901,East,United States,KH-16360
Aurora,Illinois,60505,Central,United States,LP-17095
New York City,New York,10009,East,United States,JE-15715
El Cajon,California,92020,West,United States,MY-18295
Springfield,Ohio,45503,East,United States,FC-14245
Mount Vernon,New York,10550,East,United States,ND-18460
Lakewood,Ohio,44107,East,United States,DB-13360
Tampa,Florida,33614,South,United States,LC-16960
Columbus,Georgia,31907,South,United States,BD-11725
Jacksonville,North Carolina,28540,South,United States,MC-17605
Saint Charles,Illinois,60174,Central,United States,SZ-20035
Miami,Florida,33180,South,United States,DH-13675
Troy,Ohio,45373,East,United States,LC-16885
Seattle,Washington,98103,West,United States,JO-15145
New York City,New York,10011,East,United States,MT-17815
Arlington,Virginia,22204,South,United States,EB-13750
Charlotte,North Carolina,28205,South,United States,RS-19765
Roseville,California,95661,West,United States,RB-19435
Detroit,Michigan,48234,Central,United States,OT-18730
Los Angeles,California,90036,West,United States,GZ-14545
San Francisco,California,94110,West,United States,NL-18310
Bakersfield,California,93309,West,United States,BG-11740
Tulsa,Oklahoma,74133,Central,United States,MT-18070
San Francisco,California,94122,West,United States,BC-11125
Houston,Texas,77036,Central,United States,GW-14605
Columbus,Georgia,31907,South,United States,BD-11500
League City,Texas,77573,Central,United States,PV-18985
Burlington,North Carolina,27217,South,United States,HM-14980
New York City,New York,10009,East,United States,EM-14065
Dallas,Texas,75220,Central,United States,SF-20065
Houston,Texas,77095,Central,United States,SC-20380
Long Beach,New York,11561,East,United States,ND-18370
Hialeah,Florida,33012,South,United States,FC-14245
Aurora,Illinois,60505,Central,United States,KL-16555
Belleville,New Jersey,7109,East,United States,XP-21865
New York City,New York,10024,East,United States,FP-14320
Andover,Massachusetts,1810,East,United States,PS-18760
Newark,Delaware,19711,East,United States,CW-11905
Arlington,Virginia,22204,South,United States,KH-16360
Decatur,Alabama,35601,South,United States,TC-20980
Hesperia,California,92345,West,United States,YS-21880
Chesapeake,Virginia,23320,South,United States,CC-12220
Los Angeles,California,90036,West,United States,ZD-21925
Huntsville,Alabama,35810,South,United States,JK-15370
Knoxville,Tennessee,37918,South,United States,GM-14440
Lawrence,Massachusetts,1841,East,United States,JW-15220
Philadelphia,Pennsylvania,19134,East,United States,BO-11350
Athens,Georgia,30605,South,United States,XP-21865
Great Falls,Montana,59405,West,United States,MM-18055
El Paso,Texas,79907,Central,United States,TS-21655
Kissimmee,Florida,34741,South,United States,JL-15235
Seattle,Washington,98105,West,United States,SZ-20035
Santa Clara,California,95051,West,United States,LR-17035
Los Angeles,California,90049,West,United States,SV-20365
Fresno,California,93727,West,United States,MG-17890
Fort Worth,Texas,76106,Central,United States,NC-18415
Seattle,Washington,98105,West,United States,SC-20680
San Francisco,California,94110,West,United States,RO-19780
San Francisco,California,94110,West,United States,JL-15175
Pompano Beach,Florida,33068,South,United States,PW-19030
Houston,Texas,77095,Central,United States,MF-18250
Chicago,Illinois,60653,Central,United States,CC-12220
Houston,Texas,77036,Central,United States,MH-17440
Shelton,Connecticut,6484,East,United States,CD-12790
Oakland,California,94601,West,United States,CV-12805
Manchester,Connecticut,6040,East,United States,TB-21625
Orange,New Jersey,7050,East,United States,DG-13300
Akron,Ohio,44312,East,United States,RD-19810
Danbury,Connecticut,6810,East,United States,JB-16045
Franklin,Massachusetts,2038,East,United States,EJ-14155
Wilmington,North Carolina,28403,South,United States,BD-11620
Houston,Texas,77095,Central,United States,MR-17545
Springfield,Ohio,45503,East,United States,SR-20425
Glendale,Arizona,85301,West,United States,TH-21100
New York City,New York,10009,East,United States,BD-11635
Los Angeles,California,90036,West,United States,SM-20950
Newark,Delaware,19711,East,United States,HE-14800
San Bernardino,California,92404,West,United States,JK-15640
Burlington,North Carolina,27217,South,United States,ON-18715
Salem,Virginia,24153,South,United States,TH-21100
Dallas,Texas,75217,Central,United States,MD-17350
Arlington,Texas,76017,Central,United States,AH-10075
Marion,Iowa,52302,Central,United States,ML-17755
Seattle,Washington,98105,West,United States,LB-16795
Lakewood,New Jersey,8701,East,United States,NP-18670
Cincinnati,Ohio,45231,East,United States,EB-13750
Thornton,Colorado,80229,West,United States,RP-19390
Roseville,Michigan,48066,Central,United States,DC-12850
Tempe,Arizona,85281,West,United States,DJ-13510
Reading,Pennsylvania,19601,East,United States,CL-12565
Apple Valley,Minnesota,55124,Central,United States,NC-18340
Baltimore,Maryland,21215,East,United States,KN-16450
Corpus Christi,Texas,78415,Central,United States,SC-20260
Las Vegas,Nevada,89115,West,United States,AM-10705
Cleveland,Ohio,44105,East,United States,RA-19945
Seattle,Washington,98105,West,United States,MM-17260
Chicago,Illinois,60623,Central,United States,BN-11470
Columbus,Ohio,43229,East,United States,JB-16045
Tucson,Arizona,85705,West,United States,DB-13615
Philadelphia,Pennsylvania,19120,East,United States,JB-16045
Cranston,Rhode Island,2920,East,United States,AH-10075
San Francisco,California,94122,West,United States,AI-10855
Houston,Texas,77070,Central,United States,TH-21115
Los Angeles,California,90049,West,United States,JE-15610
Chicago,Illinois,60653,Central,United States,TH-21235
Houston,Texas,77070,Central,United States,JE-15715
Bristol,Connecticut,6010,East,United States,AT-10735
Holland,Michigan,49423,Central,United States,JH-15820
Albuquerque,New Mexico,87105,West,United States,DR-12940
Louisville,Colorado,80027,West,United States,AB-10165
New York City,New York,10024,East,United States,MC-18100
Norwich,Connecticut,6360,East,United States,IG-15085
San Francisco,California,94122,West,United States,FH-14275
Noblesville,Indiana,46060,Central,United States,AS-10285
Clarksville,Tennessee,37042,South,United States,PN-18775
Hollywood,Florida,33021,South,United States,GM-14500
York,Pennsylvania,17403,East,United States,NC-18625
Mesa,Arizona,85204,West,United States,TW-21025
New York City,New York,10024,East,United States,BF-11020
San Francisco,California,94110,West,United States,TT-21460
Los Angeles,California,90036,West,United States,SW-20245
Omaha,Nebraska,68104,Central,United States,PG-18820
Philadelphia,Pennsylvania,19120,East,United States,DP-13390
New York City,New York,10024,East,United States,DJ-13510
Grand Rapids,Michigan,49505,Central,United States,EN-13780
Seattle,Washington,98115,West,United States,PB-19150
Fresno,California,93727,West,United States,BD-11560
Arlington,Virginia,22204,South,United States,SE-20110
Los Angeles,California,90049,West,United States,AT-10735
Lubbock,Texas,79424,Central,United States,CC-12685
Longmont,Colorado,80501,West,United States,AS-10225
Yonkers,New York,10701,East,United States,AB-10150
Los Angeles,California,90045,West,United States,DH-13075
Los Angeles,California,90049,West,United States,SR-20740
Amarillo,Texas,79109,Central,United States,NR-18550
Dallas,Texas,75217,Central,United States,SJ-20125
New York City,New York,10035,East,United States,LC-16885
Houston,Texas,77041,Central,United States,NS-18640
Orlando,Florida,32839,South,United States,NS-18640
Florence,Kentucky,41042,South,United States,HG-14965
New York City,New York,10009,East,United States,SF-20200
Frisco,Texas,75034,Central,United States,EM-14065
Paterson,New Jersey,7501,East,United States,DO-13645
Milwaukee,Wisconsin,53209,Central,United States,MY-18295
San Francisco,California,94109,West,United States,DB-13615
Columbus,Ohio,43229,East,United States,SP-20920
Los Angeles,California,90008,West,United States,ME-17320
Detroit,Michigan,48227,Central,United States,BS-11755
Columbus,Georgia,31907,South,United States,KS-16300
San Francisco,California,94122,West,United States,CC-12475
Philadelphia,Pennsylvania,19143,East,United States,HD-14785
Los Angeles,California,90008,West,United States,KB-16315
Philadelphia,Pennsylvania,19140,East,United States,HR-14830
New York City,New York,10035,East,United States,TB-21625
Columbus,Georgia,31907,South,United States,DS-13180
Aurora,Colorado,80013,West,United States,GB-14530
Houston,Texas,77041,Central,United States,VB-21745
Chicago,Illinois,60623,Central,United States,MC-17425
Decatur,Alabama,35601,South,United States,CB-12025
Springfield,Virginia,22153,South,United States,PM-18940
Plantation,Florida,33317,South,United States,DC-13285
Houston,Texas,77041,Central,United States,LA-16780
Milwaukee,Wisconsin,53209,Central,United States,DJ-13420
Sanford,Florida,32771,South,United States,MH-18115
The Colony,Texas,75056,Central,United States,BG-11035
Troy,Ohio,45373,East,United States,SV-20365
Hempstead,New York,11550,East,United States,DP-13105
Dallas,Texas,75081,Central,United States,SR-20740
Houston,Texas,77041,Central,United States,BT-11680
San Francisco,California,94110,West,United States,JK-15640
Port Saint Lucie,Florida,34952,South,United States,ST-20530
Concord,New Hampshire,3301,East,United States,TS-21505
Rochester,Minnesota,55901,Central,United States,CM-12190
San Marcos,Texas,78666,Central,United States,MC-17590
Escondido,California,92025,West,United States,MH-17440
Philadelphia,Pennsylvania,19134,East,United States,RD-19720
Los Angeles,California,90049,West,United States,KB-16240
Philadelphia,Pennsylvania,19140,East,United States,FC-14335
Philadelphia,Pennsylvania,19120,East,United States,BD-11770
Hempstead,New York,11550,East,United States,FH-14365
Greeley,Colorado,80634,West,United States,SO-20335
Jacksonville,Florida,32216,South,United States,PM-19135
Arlington,Virginia,22204,South,United States,GD-14590
San Francisco,California,94122,West,United States,PA-19060
Fresno,California,93727,West,United States,LS-17200
Reno,Nevada,89502,West,United States,JL-15175
San Antonio,Texas,78207,Central,United States,CA-12310
New Bedford,Massachusetts,2740,East,United States,CM-12160
New York City,New York,10035,East,United States,BT-11440
Oxnard,California,93030,West,United States,SE-20110
Los Angeles,California,90036,West,United States,HG-14965
Oakland,California,94601,West,United States,PF-19165
Edmonds,Washington,98026,West,United States,BD-11770
Los Angeles,California,90004,West,United States,BT-11395
New York City,New York,10024,East,United States,EM-14095
Dallas,Texas,75217,Central,United States,LC-17050
Franklin,Tennessee,37064,South,United States,FH-14275
Phoenix,Arizona,85023,West,United States,CM-12235
Miami,Florida,33178,South,United States,FM-14380
Colorado Springs,Colorado,80906,West,United States,HG-14965
New York City,New York,10011,East,United States,AG-10525
Bethlehem,Pennsylvania,18018,East,United States,OT-18730
Philadelphia,Pennsylvania,19140,East,United States,SV-20365
Louisville,Kentucky,40214,South,United States,JM-16195
Seattle,Washington,98105,West,United States,HM-14980
Kenosha,Wisconsin,53142,Central,United States,PO-19180
Henderson,Kentucky,42420,South,United States,KC-16675
Dallas,Texas,75217,Central,United States,DB-13120
Peoria,Arizona,85345,West,United States,SV-20935
Jacksonville,North Carolina,28540,South,United States,NS-18640
Los Angeles,California,90032,West,United States,MH-17455
Nashville,Tennessee,37211,South,United States,RR-19525
Charlotte,North Carolina,28205,South,United States,RH-19555
Seattle,Washington,98103,West,United States,RP-19390
Chicago,Illinois,60623,Central,United States,KB-16600
Cincinnati,Ohio,45231,East,United States,MH-17620
Fort Lauderdale,Florida,33311,South,United States,HZ-14950
Houston,Texas,77041,Central,United States,JG-15160
Lakewood,California,90712,West,United States,AB-10165
San Francisco,California,94122,West,United States,HJ-14875
Philadelphia,Pennsylvania,19140,East,United States,CJ-11875
Seattle,Washington,98115,West,United States,ED-13885
Cleveland,Ohio,44105,East,United States,KB-16315
Decatur,Illinois,62521,Central,United States,JS-16030
Mansfield,Texas,76063,Central,United States,PO-18850
Houston,Texas,77070,Central,United States,RD-19810
Richmond,Virginia,23223,South,United States,JD-15895
